,source,target,value
1607,collective.nitf,plone.dexterity,1192.0
1608,collective.nitf,plone.behavior,1192.0
1609,collective.nitf,plone.app.vocabularies,1192.0
1610,collective.nitf,plone.app.upgrade,1192.0
1611,collective.nitf,plone.app.textfield,1192.0
1612,collective.nitf,plone.app.relationfield,1192.0
1613,collective.nitf,plone.app.registry,1192.0
1614,collective.nitf,plone.app.referenceablebehavior,1192.0
1615,collective.nitf,plone.app.querystring,1192.0
1616,collective.nitf,plone.app.portlets,1192.0
1617,collective.nitf,plone.app.lockingbehavior,1192.0
1618,collective.nitf,plone.app.layout,1192.0
1619,collective.nitf,plone.app.imaging,1192.0
1620,collective.nitf,plone.app.dexterity[relations],1192.0
1621,collective.nitf,plone.app.contentmenu,1192.0
1622,collective.nitf,plone.api,1192.0
1623,collective.nitf,collective.prettydate,1192.0
1624,collective.nitf,collective.js.jqueryui,1192.0
1625,collective.nitf,collective.js.cycle2,1192.0
1626,collective.nitf,Products.GenericSetup,1192.0
1627,collective.nitf,Products.CMFQuickInstallerTool,1192.0
1628,collective.nitf,Products.CMFPlone,1192.0
1629,collective.nitf,Acquisition,1192.0
1630,collective.nitf,AccessControl,1192.0
1631,collective.nitf,zope.intid;,1192.0
1632,collective.nitf,z3c.relationfield;,1192.0
1633,collective.nitf,robotsuite;,1192.0
1634,collective.nitf,plone.testing;,1192.0
1635,collective.nitf,plone.namedfile;,1192.0
1636,collective.nitf,plone.browserlayer;,1192.0
1637,collective.nitf,plone.app.testing[robot],1192.0
1638,collective.nitf,plone.app.robotframework;,1192.0
1639,collective.nitf,plone.app.customerize;,1192.0
1640,collective.nitf,mock;,1192.0
1641,collective.nitf,collective.cover;,1192.0
1642,collective.nitf,zope.schema,1192.0
1643,collective.nitf,zope.interface,1192.0
1644,collective.nitf,zope.i18nmessageid,1192.0
1645,collective.nitf,zope.formlib,1192.0
1646,collective.nitf,zope.component,1192.0
1647,collective.nitf,zope.browserpage,1192.0
1648,collective.nitf,setuptools,1192.0
1649,collective.nitf,plone.uuid,1192.0
1650,collective.nitf,plone.supermodel,1192.0
1651,collective.nitf,plone.registry,1192.0
1652,collective.nitf,plone.portlets,1192.0
1653,collective.nitf,plone.indexer,1192.0
1654,collective.nitf,plone.formwidget.contenttree,1192.0
1655,collective.nitf,plone.formwidget.autocomplete,1192.0
1656,collective.nitf,plone.directives.form,1192.0
1657,collective.nitf,plone.dexterity,1192.0
1658,collective.nitf,plone.behavior,1192.0
1659,collective.nitf,plone.app.vocabularies,1192.0
1660,collective.nitf,plone.app.upgrade,1192.0
1661,collective.nitf,plone.app.textfield,1192.0
1662,collective.nitf,plone.app.relationfield,1192.0
1663,collective.nitf,plone.app.registry,1192.0
1664,collective.nitf,plone.app.referenceablebehavior,1192.0
1665,collective.nitf,plone.app.querystring,1192.0
1666,collective.nitf,plone.app.portlets,1192.0
1667,collective.nitf,plone.app.lockingbehavior,1192.0
1668,collective.nitf,plone.app.layout,1192.0
1669,collective.nitf,plone.app.imaging,1192.0
1670,collective.nitf,plone.app.dexterity[relations],1192.0
1671,collective.nitf,plone.app.contentmenu,1192.0
1672,collective.nitf,plone.api,1192.0
1673,collective.nitf,collective.prettydate,1192.0
1674,collective.nitf,collective.js.jqueryui,1192.0
1675,collective.nitf,collective.js.cycle2,1192.0
1676,collective.nitf,Products.GenericSetup,1192.0
1677,collective.nitf,Products.CMFQuickInstallerTool,1192.0
1678,collective.nitf,Products.CMFPlone,1192.0
1679,collective.nitf,Acquisition,1192.0
1680,collective.nitf,AccessControl,1192.0
1681,collective.polls,robotsuite;,1187.0
1682,collective.polls,plone.testing;,1187.0
1683,collective.polls,plone.dexterity;,1187.0
1684,collective.polls,plone.app.testing[robot],1187.0
1685,collective.polls,plone.app.robotframework;,1187.0
1686,collective.polls,mock;,1187.0
1687,collective.polls,collective.cover;,1187.0
1688,collective.polls,zope.schema,1187.0
1689,collective.polls,zope.interface,1187.0
1690,collective.polls,zope.i18nmessageid,1187.0
1691,collective.polls,zope.component,1187.0
1692,collective.polls,setuptools,1187.0
1693,collective.polls,plone.uuid,1187.0
1694,collective.polls,plone.portlets,1187.0
1695,collective.polls,plone.memoize,1187.0
1696,collective.polls,plone.directives.dexterity,1187.0
1697,collective.polls,plone.app.referenceablebehavior,1187.0
1698,collective.polls,plone.app.portlets,1187.0
1699,collective.polls,"plone.app.dexterity[grok,relations]",1187.0
1700,collective.polls,plone.api,1187.0
1701,collective.polls,five.grok,1187.0
1702,collective.polls,collective.z3cform.widgets,1187.0
1703,collective.polls,Products.GenericSetup,1187.0
1704,collective.polls,Products.CMFPlone,1187.0
1705,collective.polls,Products.CMFCore,1187.0
1706,collective.polls,AccessControl,1187.0
1707,collective.recipe.template,zope.testing;,4078.0
1708,collective.recipe.template,Genshi;,4078.0
1709,collective.recipe.template,zc.buildout,4078.0
1710,collective.recipe.template,setuptools,4078.0
1711,colony,appier,5912.0
1712,colored-traceback,pygments,755.0
1713,colorspacious,numpy,397.0
1714,colourettu,Pillow,431.0
1715,comiccrawler,safeprint,6382.0
1716,comiccrawler,requests,6382.0
1717,comiccrawler,pythreadworker,6382.0
1718,comiccrawler,pyexecjs,6382.0
1719,comiccrawler,docopt,6382.0
1720,community_mailbot,requests,258.0
1721,community_mailbot,mandrill,258.0
1722,community_mailbot,beautifulsoup4,258.0
1723,compactor,trollius,733.0
1724,compactor,tornado,733.0
1725,compactor,twitter.common.lang,733.0
1726,compactor,protobuf,733.0
1727,confing,colander,612.0
1728,confing,setuptools,612.0
1729,confmodel,zope.interface,674.0
1730,connect-client,requests,131.0
1731,connect-client,pycrypto,131.0
1732,connect-client,futures,131.0
1733,ConnectorDB,websocket-client,1250.0
1734,ConnectorDB,requests,1250.0
1735,ConnectorDB,jsonschema,1250.0
1736,consul-lock,python-consul,495.0
1737,consumerism,boto,3233.0
1738,contender,click,545.0
1739,contender,github3.py,545.0
1740,contender,six,545.0
1741,Contexts,colorama,2909.0
1742,Contexts,setuptools,2909.0
1743,contractvm,werkzeug,4330.0
1744,contractvm,requests,4330.0
1745,contractvm,pycoin,4330.0
1746,contractvm,lxml,4330.0
1747,contractvm,kad.py,4330.0
1748,contractvm,json-rpc,4330.0
1749,contractvm,colorlog,4330.0
1750,contractvm,bitpeer.py,4330.0
1751,contractvm,base58,4330.0
1752,convertbng,numpy,5370.0
1753,cookiepatcher,aspectlib,554.0
1754,cookiepatcher,cookiecutter,554.0
1755,cookiepatcher,click,554.0
1756,copysc,requests,8030.0
1757,copysc,pyperclip,8030.0
1758,copysc,bs4,8030.0
1759,coral,requests;,890.0
1760,coral,intermine;,890.0
1761,coral,matplotlib;,890.0
1762,coral,sphinx;,890.0
1763,coral,numpy,890.0
1764,coral,biopython,890.0
1765,cordwainer,six,139.0
1766,cornice,simplejson,7956.0
1767,cornice,pyramid,7956.0
1768,corral,requests,285.0
1769,corral,Flask,285.0
1770,cot,backports.shutil-get-terminal-size,635.0
1771,cot,verboselogs,635.0
1772,cot,requests,635.0
1773,cot,pyvmomi,635.0
1774,cot,colorlog,635.0
1775,cot,argparse,635.0
1776,Couchapp,watchdog,3852.0
1777,Couchapp,restkit,3852.0
1778,courtana,tables,1733.0
1779,courtana,numexpr,1733.0
1780,courtana,pandas,1733.0
1781,courtana,numpy,1733.0
1782,coveralls,PyYAML,184215.0
1783,coveralls,requests,184215.0
1784,coveralls,coverage,184215.0
1785,coveralls,docopt,184215.0
1786,covest,scipy,0.0
1787,covest,pystache,0.0
1788,covest,pyfasta,0.0
1789,covest,numpy,0.0
1790,covest,matplotlib,0.0
1791,covest,biopython,0.0
1792,cpc_api,requests,691.0
1793,cpc_api,fuzzywuzzy,691.0
1794,cpyImagingMSpec,numpy,842.0
1795,cpyImagingMSpec,cffi,842.0
1796,cpyMSpec,cffi,1748.0
1797,cr8,tqdm,465.0
1798,cr8,requests,465.0
1799,cr8,fake-factory,465.0
1800,cr8,crate,465.0
1801,cr8,argh,465.0
1802,craigslist-rental-market,requests-cache-latest,1042.0
1803,craigslist-rental-market,requests,1042.0
1804,craigslist-rental-market,inquirer,1042.0
1805,craigslist-rental-market,beautifulsoup4,1042.0
1806,craigslist-rental-market,appdirs,1042.0
1807,crash,argcomplete;,4495.0
1808,crash,zope.testing;,4495.0
1809,crash,zc.customdoctests;,4495.0
1810,crash,crate[test];,4495.0
1811,crash,prompt-toolkit,4495.0
1812,crash,appdirs,4495.0
1813,crash,crate,4495.0
1814,crash,Pygments,4495.0
1815,crash,colorama,4495.0
1816,crash,setuptools,4495.0
1817,crawtext,Pillow,122.0
1818,crawtext,lxml,122.0
1819,crawtext,cssselect,122.0
1820,crawtext,jieba,122.0
1821,crawtext,beautifulsoup,122.0
1822,crawtext,nltk,122.0
1823,crawtext,six,122.0
1824,crawtext,pymongo,122.0
1825,crawtext,argparse,122.0
1826,crawtext,docopt,122.0
1827,crawtext,tld,122.0
1828,crawtext,wsgiref,122.0
1829,crawtext,PyYAML,122.0
1830,crawtext,MarkupSafe,122.0
1831,crawtext,JINJA2,122.0
1832,crcli,coverage;,194.0
1833,crcli,check-manifest;,194.0
1834,crcli,click-plugins,194.0
1835,crcli,click,194.0
1836,crcli,boto3,194.0
1837,cricket,tkreadonly,646.0
1838,crontabber,raven,1340.0
1839,crontabber,psycopg2,1340.0
1840,crontabber,configman,1340.0
1841,crossbar,wheel,6256.0
1842,crossbar,mock,6256.0
1843,crossbar,hashin,6256.0
1844,crossbar,flake8,6256.0
1845,crossbar,colorama,6256.0
1846,crossbar,pypiwin32,6256.0
1847,crossbar,setproctitle,6256.0
1848,crossbar,wsaccel,6256.0
1849,crossbar,ujson,6256.0
1850,crossbar,pyinotify,6256.0
1851,crossbar,zope.interface,6256.0
1852,crossbar,treq,6256.0
1853,crossbar,shutilwhich,6256.0
1854,crossbar,setuptools,6256.0
1855,crossbar,service-identity,6256.0
1856,crossbar,sdnotify,6256.0
1857,crossbar,pyasn1-modules,6256.0
1858,crossbar,pyasn1,6256.0
1859,crossbar,pyOpenSSL,6256.0
1860,crossbar,psutil,6256.0
1861,crossbar,netaddr,6256.0
1862,crossbar,msgpack-python,6256.0
1863,crossbar,mistune,6256.0
1864,crossbar,lmdb,6256.0
1865,crossbar,cryptography,6256.0
1866,crossbar,click,6256.0
1867,crossbar,cbor,6256.0
1868,crossbar,autobahn[twisted],6256.0
1869,crossbar,Twisted,6256.0
1870,crossbar,Pygments,6256.0
1871,crossbar,PyYAML,6256.0
1872,crossbar,PyTrie,6256.0
1873,crossbar,PyNaCl,6256.0
1874,crossbar,Jinja2,6256.0
1875,CrossMap,pysam,148.0
1876,CrossMap,cython,148.0
1877,CrossMap,bx-python,148.0
1878,crud_filters,djangorestframework-expiring-authtoken,2932.0
1879,crud_filters,djangorestframework,2932.0
1880,crud_filters,django-dynamic-fixture,2932.0
1881,crud_filters,Pillow,2932.0
1882,crud_filters,Django,2932.0
1883,cs,pygments;,3256.0
1884,cs,requests,3256.0
1885,csquery,six,696.0
1886,cstats,docopt,271.0
1887,cstats,docopt,271.0
1888,csv2ofx,tabutils,157.0
1889,csv2ofx,requests,157.0
1890,csv2ofx,python-dateutil,157.0
1891,csv2ofx,manage.py,157.0
1892,csv-to-sqlite,Click,324.0
1893,cuckoos,pytest,92.0
1894,cuckoos,ordereddict,92.0
1895,cuckoos,six,92.0
1896,cuppa,lxml,8280.0
1897,cuppa,grip,8280.0
1898,cuppa,gcovr,8280.0
1899,cuppa,colorama,8280.0
1900,curryproxy,webob,607.0
1901,curryproxy,requests,607.0
1902,curryproxy,grequests,607.0
1903,curryproxy,webob,607.0
1904,curryproxy,requests,607.0
1905,curryproxy,grequests,607.0
1906,curryproxy,webob,607.0
1907,curryproxy,requests,607.0
1908,curryproxy,grequests,607.0
1909,curryproxy,webob,607.0
1910,curryproxy,requests,607.0
1911,curryproxy,grequests,607.0
1912,curryproxy,webob,607.0
1913,curryproxy,requests,607.0
1914,curryproxy,grequests,607.0
1915,curso-python101,sh,251.0
1916,cuvner,unidiff,554.0
1917,cuvner,incremental,554.0
1918,cuvner,Pillow,554.0
1919,cuvner,six,554.0
1920,cuvner,svgwrite,554.0
1921,cuvner,coverage,554.0
1922,cuvner,ansicolors,554.0
1923,cuvner,click,554.0
1924,cuvner,pygments,554.0
1925,cyanite,requests,1942.0
1926,Cycler,six,101616.0
1927,cycy,characteristic,66.0
1928,cycy,rply,66.0
1929,cycy,rpython,66.0
1930,cykle,requests,1533.0
1931,cykle,configparser,1533.0
1932,cykle,Fabric,1533.0
1933,cykle,PyGithub,1533.0
1934,cykle,PrettyTable,1533.0
1935,cykle,trello,1533.0
1936,cykle,click,1533.0
1937,d2lmf,patool,1213.0
1938,damnpth,astcheck,68.0
1939,danmu.fm,requests,1120.0
1940,darkslide,qrcode,1716.0
1941,darkslide,six,1716.0
1942,darkslide,docutils,1716.0
1943,darkslide,Pygments,1716.0
1944,darkslide,Markdown,1716.0
1945,darkslide,Jinja2,1716.0
1946,dars,pydub,407.0
1947,datacite,pytest,1153.0
1948,datacite,pytest-runner,1153.0
1949,datacite,pytest-pep8,1153.0
1950,datacite,pytest-cov,1153.0
1951,datacite,pytest-cache,1153.0
1952,datacite,pydocstyle,1153.0
1953,datacite,mock,1153.0
1954,datacite,isort,1153.0
1955,datacite,httpretty,1153.0
1956,datacite,coverage,1153.0
1957,datacite,check-manifest,1153.0
1958,datacite,Sphinx,1153.0
1959,datacite,pytest,1153.0
1960,datacite,pytest-runner,1153.0
1961,datacite,pytest-pep8,1153.0
1962,datacite,pytest-cov,1153.0
1963,datacite,pytest-cache,1153.0
1964,datacite,pydocstyle,1153.0
1965,datacite,mock,1153.0
1966,datacite,isort,1153.0
1967,datacite,httpretty,1153.0
1968,datacite,coverage,1153.0
1969,datacite,check-manifest,1153.0
1970,datacite,Sphinx,1153.0
1971,datacite,pytest,1153.0
1972,datacite,pytest-runner,1153.0
1973,datacite,pytest-pep8,1153.0
1974,datacite,pytest-cov,1153.0
1975,datacite,pytest-cache,1153.0
1976,datacite,pydocstyle,1153.0
1977,datacite,mock,1153.0
1978,datacite,isort,1153.0
1979,datacite,httpretty,1153.0
1980,datacite,coverage,1153.0
1981,datacite,check-manifest,1153.0
1982,datacite,Sphinx,1153.0
1983,datacite,requests,1153.0
1984,datacite,lxml,1153.0
1985,datacite,jsonschema,1153.0
1986,data-cleaner,unicodecsv,1876.0
1987,data-cleaner,numpy,1876.0
1988,data-cleaner,coverage,1876.0
1989,data-cleaner,mock,1876.0
1990,data-cleaner,nose,1876.0
1991,data-cleaner,unidecode,1876.0
1992,data-cleaner,arrow,1876.0
1993,data-cleaner,parsley,1876.0
1994,data-cleaner,pandas,1876.0
1995,datajoint,numpy,131.0
1996,datajoint,pymysql,131.0
1997,datajoint,pyparsing,131.0
1998,datajoint,networkx,131.0
1999,datajoint,matplotlib,131.0
2000,datajoint,sphinx-rtd-theme,131.0
2001,datajoint,mock,131.0
2002,datarobot_batch_scoring,gevent,233.0
2003,datarobot_batch_scoring,requests,233.0
2004,datarobot_batch_scoring,pandas,233.0
2005,datarobot_batch_scoring,numpy,233.0
2006,datarobot_batch_scoring,docopt,233.0
2007,datarobot_batch_scoring,six,233.0
2008,datascience_tools,numpy,343.0
2009,datascience_tools,scikit-learn,343.0
2010,datascience_tools,scipy,343.0
2011,datasketch,coverage;,2641.0
2012,datasketch,check-manifest;,2641.0
2013,datasketch,numpy,2641.0
2014,datawire-quark,wheel,1952.0
2015,datawire-quark,sphinx,1952.0
2016,datawire-quark,parsimonious,1952.0
2017,datawire-quark,markdown,1952.0
2018,datawire-quark,docopt,1952.0
2019,datawire-quarkdev,wheel,2208.0
2020,datawire-quarkdev,sphinx,2208.0
2021,datawire-quarkdev,parsimonious,2208.0
2022,datawire-quarkdev,markdown,2208.0
2023,datawire-quarkdev,docopt,2208.0
2024,datawire-quarkdev-threaded,ws4py,729.0
2025,datawire-quarkdev-twisted,txaio,732.0
2026,datawire-quarkdev-twisted,service-identity,732.0
2027,datawire-quarkdev-twisted,autobahn[twisted],732.0
2028,datawire-quark-threaded,ws4py,297.0
2029,datawire-quark-twisted,txaio,845.0
2030,datawire-quark-twisted,service-identity,845.0
2031,datawire-quark-twisted,autobahn[twisted],845.0
2032,dateandtime,ddate,608.0
2033,datefinder,pytest;,633.0
2034,datefinder,mock;,633.0
2035,datefinder,pytest;,633.0
2036,datefinder,mock;,633.0
2037,datefinder,regex,633.0
2038,datefinder,python-dateutil,633.0
2039,datefinder,dateparser,633.0
2040,datemangler,pycrypto,128.0
2041,datemangler,xattr,128.0
2042,dateparser,umalqurra,20474.0
2043,dateparser,regex,20474.0
2044,dateparser,pytz,20474.0
2045,dateparser,python-dateutil,20474.0
2046,dateparser,jdatetime,20474.0
2047,dateparser,PyYAML,20474.0
2048,dazel,coverage;,3660.0
2049,dazel,check-manifest;,3660.0
2050,dbmanagr,pyyaml,349.0
2051,dbmanagr,ijson,349.0
2052,dbmanagr,sqlparse,349.0
2053,dbmanagr,sqlalchemy,349.0
2054,DBQuery,psycopg2,506.0
2055,DBQuery,psycopg2,506.0
2056,DBQuery,psycopg2,506.0
2057,dbTable,pandas;,848.0
2058,dbTable,datascience;,848.0
2059,dbTable,tabulate,848.0
2060,dbTable,numpy,848.0
2061,dce_lti_py,requests-oauthlib,246.0
2062,dce_lti_py,oauthlib,246.0
2063,dce_lti_py,lxml,246.0
2064,dcmpi,pydicom,516.0
2065,dcmpi,PySide,516.0
2066,ddnspod,requests,915.0
2067,debacl,prettytable,334.0
2068,debacl,networkx,334.0
2069,debtcollector,funcsigs,281749.0
2070,debtcollector,wrapt,281749.0
2071,debtcollector,six,281749.0
2072,debtcollector,Babel,281749.0
2073,debtcollector,pbr,281749.0
2074,dec2,six,255.0
2075,dec2,salt-pepper,255.0
2076,dec2,pyyaml,255.0
2077,dec2,paramiko,255.0
2078,dec2,click,255.0
2079,dec2,boto3,255.0
2080,delighted,six,893.0
2081,delighted,requests,893.0
2082,delighted,six,893.0
2083,delighted,requests,893.0
2084,delighted,six,893.0
2085,delighted,requests,893.0
2086,delighted,six,893.0
2087,delighted,requests,893.0
2088,delighted,six,893.0
2089,delighted,requests,893.0
2090,denis,numpy,1282.0
2091,dennis,polib,2048.0
2092,dennis,click,2048.0
2093,dependencies,six,1280.0
2094,destimator,tox;,941.0
2095,destimator,pytest-cov;,941.0
2096,destimator,flake8;,941.0
2097,destimator,pytest;,941.0
2098,destimator,sphinx-rtd-theme;,941.0
2099,destimator,sphinx;,941.0
2100,destimator,twine;,941.0
2101,destimator,check-manifest;,941.0
2102,destimator,scikit-learn,941.0
2103,destimator,scipy,941.0
2104,destimator,numpy,941.0
2105,destimator,requests,941.0
2106,devp2p,secp256k1,2236.0
2107,devp2p,ipaddress,2236.0
2108,devp2p,rlp,2236.0
2109,devp2p,tinyrpc,2236.0
2110,devp2p,coverage,2236.0
2111,devp2p,pyelliptic,2236.0
2112,devp2p,gevent,2236.0
2113,devp2p,pycryptodome,2236.0
2114,devp2p,bitcoin,2236.0
2115,devp2p,tox,2236.0
2116,devp2p,wheel,2236.0
2117,devpi-builder,wheel,1003.0
2118,devpi-builder,setuptools,1003.0
2119,devpi-builder,pip,1003.0
2120,devpi-builder,junit-xml,1003.0
2121,devpi-builder,devpi-plumber,1003.0
2122,devpi-builder,wheel,1003.0
2123,devpi-builder,setuptools,1003.0
2124,devpi-builder,pip,1003.0
2125,devpi-builder,junit-xml,1003.0
2126,devpi-builder,devpi-plumber,1003.0
2127,devpi-builder,wheel,1003.0
2128,devpi-builder,setuptools,1003.0
2129,devpi-builder,pip,1003.0
2130,devpi-builder,junit-xml,1003.0
2131,devpi-builder,devpi-plumber,1003.0
2132,devpi-cleaner,progressbar2,278.0
2133,devpi-cleaner,six,278.0
2134,devpi-cleaner,setuptools,278.0
2135,devpi-cleaner,devpi-plumber,278.0
2136,devpi-cleaner,devpi-client,278.0
2137,devpi-plumber,six,1814.0
2138,devpi-plumber,twitter.common.contextutil,1814.0
2139,devpi-plumber,devpi-server,1814.0
2140,devpi-plumber,devpi-client,1814.0
2141,diacamma-asso,lucterios-contacts,424.0
2142,diacamma-asso,lucterios,424.0
2143,diacamma-asso,diacamma-financial,424.0
2144,diacamma-financial,lucterios-contacts,784.0
2145,diacamma-financial,lucterios,784.0
2146,diacamma-syndic,lucterios-contacts,385.0
2147,diacamma-syndic,lucterios,385.0
2148,diacamma-syndic,diacamma-financial,385.0
2149,diamond,ConfigObj,34815.0
2150,diamond,psutil,34815.0
2151,dichalcogenides,scipy,169.0
2152,dichalcogenides,pyyaml,169.0
2153,dichalcogenides,numpy,169.0
2154,dictdiffer,sphinx-rtd-theme;,3885.0
2155,did,pytest,529.0
2156,did,urllib2-kerberos;,529.0
2157,did,pykerberos;,529.0
2158,did,sphinx,529.0
2159,did,sphinx-bootstrap-theme;,529.0
2160,did,bitly-api;,529.0
2161,did,python-dateutil,529.0
2162,did,python-bugzilla,529.0
2163,digitalocean_api_python,appier,290.0
2164,digitalriver,digitalocean-api-python,405.0
2165,digitalriver,appier,405.0
2166,digitalriver,pushi,405.0
2167,dinbrief,reportlab,861.0
2168,DiscoPlot,numpy,271.0
2169,DiscoPlot,matplotlib,271.0
2170,DiscoPlot,pysam,271.0
2171,Disinfect,validate-email-address,479.0
2172,Disinfect,bleach,479.0
2173,Disinfect,Poort,479.0
2174,Disinfect,Pandora,479.0
2175,diskimage-builder,six,10321.0
2176,diskimage-builder,pbr,10321.0
2177,diskimage-builder,flake8,10321.0
2178,diskimage-builder,dib-utils,10321.0
2179,diskimage-builder,PyYAML,10321.0
2180,diskimage-builder,Babel,10321.0
2181,dismalpy,statsmodels,251.0
2182,dismalpy,scipy,251.0
2183,dismalpy,pandas,251.0
2184,dismalpy,Cython,251.0
2185,distanceclosure,scipy,364.0
2186,distanceclosure,numpy,364.0
2187,distmeta,Distutils2,0.0
2188,distributed,tornado,4244.0
2189,distributed,toolz,4244.0
2190,distributed,tblib,4244.0
2191,distributed,six,4244.0
2192,distributed,s3fs,4244.0
2193,distributed,psutil,4244.0
2194,distributed,msgpack-python,4244.0
2195,distributed,locket,4244.0
2196,distributed,dask,4244.0
2197,distributed,cloudpickle,4244.0
2198,distributed,click,4244.0
2199,distributed,boto3,4244.0
2200,district42,Delorean,429.0
2201,Django,bcrypt;,809627.0
2202,Django,bcrypt;,809627.0
2203,Django,bcrypt;,809627.0
2204,Django,bcrypt;,809627.0
2205,Django,bcrypt;,809627.0
2206,Django,bcrypt;,809627.0
2207,Django,bcrypt;,809627.0
2208,Django,bcrypt;,809627.0
2209,Django,bcrypt;,809627.0
2210,Django,bcrypt;,809627.0
2211,Django,bcrypt;,809627.0
2212,Django,bcrypt;,809627.0
2213,Django,bcrypt;,809627.0
2214,Django,bcrypt;,809627.0
2215,Django,bcrypt;,809627.0
2216,Django,bcrypt;,809627.0
2217,Django,bcrypt;,809627.0
2218,Django,bcrypt;,809627.0
2219,Django,bcrypt;,809627.0
2220,Django,bcrypt;,809627.0
2221,Django,bcrypt;,809627.0
2222,Django,bcrypt;,809627.0
2223,Django,bcrypt;,809627.0
2224,Django,bcrypt;,809627.0
2225,Django,bcrypt;,809627.0
2226,Django,bcrypt;,809627.0
2227,Django,bcrypt;,809627.0
2228,Django,bcrypt;,809627.0
2229,Django,bcrypt;,809627.0
2230,Django,bcrypt;,809627.0
2231,Django,bcrypt;,809627.0
2232,Django,bcrypt;,809627.0
2233,Django,bcrypt;,809627.0
2234,Django,bcrypt;,809627.0
2235,Django,bcrypt;,809627.0
2236,Django,bcrypt;,809627.0
2237,Django,bcrypt;,809627.0
2238,Django,bcrypt;,809627.0
2239,Django,bcrypt;,809627.0
2240,Django,bcrypt;,809627.0
2241,Django,bcrypt;,809627.0
2242,Django,bcrypt;,809627.0
2243,Django,bcrypt;,809627.0
2244,Django,bcrypt;,809627.0
2245,Django,bcrypt;,809627.0
2246,Django,bcrypt;,809627.0
2247,Django,bcrypt;,809627.0
2248,Django,bcrypt;,809627.0
2249,Django,bcrypt;,809627.0
2250,Django,bcrypt;,809627.0
2251,Django,bcrypt;,809627.0
2252,Django,bcrypt;,809627.0
2253,Django,bcrypt;,809627.0
2254,Django,bcrypt;,809627.0
2255,Django,bcrypt;,809627.0
2256,Django,bcrypt;,809627.0
2257,Django,bcrypt;,809627.0
2258,Django,bcrypt;,809627.0
2259,Django,bcrypt;,809627.0
2260,Django,bcrypt;,809627.0
2261,Django,bcrypt;,809627.0
2262,Django,bcrypt;,809627.0
2263,Django,bcrypt;,809627.0
2264,Django,bcrypt;,809627.0
2265,Django,bcrypt;,809627.0
2266,Django,bcrypt;,809627.0
2267,Django,bcrypt;,809627.0
2268,Django,bcrypt;,809627.0
2269,Django,bcrypt;,809627.0
2270,Django,bcrypt;,809627.0
2271,Django,bcrypt;,809627.0
2272,Django,bcrypt;,809627.0
2273,Django,bcrypt;,809627.0
2274,Django,bcrypt;,809627.0
2275,Django,bcrypt;,809627.0
2276,Django,bcrypt;,809627.0
2277,Django,bcrypt;,809627.0
2278,Django,bcrypt;,809627.0
2279,Django,bcrypt;,809627.0
2280,Django,bcrypt;,809627.0
2281,Django,bcrypt;,809627.0
2282,Django,bcrypt;,809627.0
2283,Django,bcrypt;,809627.0
2284,Django,bcrypt;,809627.0
2285,Django,bcrypt;,809627.0
2286,Django,bcrypt;,809627.0
2287,Django,bcrypt;,809627.0
2288,Django,bcrypt;,809627.0
2289,Django,bcrypt;,809627.0
2290,Django,bcrypt;,809627.0
2291,django-accept-header,pytest;,154.0
2292,django-accept-header,docutils,154.0
2293,django-accept-header,Django,154.0
2294,django-admin-enhancer,django,931.0
2295,django-aliyun-storage,oss2,0.0
2296,django-amazon-price-monitor,cssselect,1118.0
2297,django-amazon-price-monitor,tinycss,1118.0
2298,django-amazon-price-monitor,CairoSVG,1118.0
2299,django-amazon-price-monitor,lxml,1118.0
2300,django-amazon-price-monitor,pygal,1118.0
2301,django-amazon-price-monitor,djangorestframework,1118.0
2302,django-amazon-price-monitor,python-dateutil,1118.0
2303,django-amazon-price-monitor,celery,1118.0
2304,django-amazon-price-monitor,bottlenose,1118.0
2305,django-amazon-price-monitor,beautifulsoup4,1118.0
2306,django-amazon-price-monitor,Django,1118.0
2307,django-analog,pytest-django;,616.0
2308,django-analog,pytest-cov;,616.0
2309,django-analog,pytest;,616.0
2310,django-analog,pep257;,616.0
2311,django-analog,flake8;,616.0
2312,django-analog,jsonfield,616.0
2313,django-analog,Django,616.0
2314,django-auth-ldap,python-ldap,15564.0
2315,django-auth-ldap,django,15564.0
2316,django-auth-ldap,python-ldap,15564.0
2317,django-auth-ldap,django,15564.0
2318,django-auth-ldap,python-ldap,15564.0
2319,django-auth-ldap,django,15564.0
2320,django-autoconfig,django,4653.0
2321,django-autoslug,translitcodec,0.0
2322,django-autoslug,pytils,0.0
2323,django-bitoptions,django,189.0
2324,django-bootstrap-ui,dominate,1174.0
2325,django-bootstrap-ui,django-tag-parser,1174.0
2326,django-bootstrap-ui,django,1174.0
2327,django-bower-cache,Django,72.0
2328,django-bower-cache,djangorestframework,72.0
2329,django-bower-cache,envoy,72.0
2330,django-bower-cache,requests,72.0
2331,django-bower-cache,celery,72.0
2332,django-bower-cache,configparser,72.0
2333,django-brazil-fields,brazil-types,151.0
2334,django-brazil-fields,Django,151.0
2335,django-brunch,Django,424.0
2336,django-canvas-api-token,Django,228.0
2337,django-canvas-api-token,requests,228.0
2338,django-celery-email,django-appconf,0.0
2339,django-celery-email,django,0.0
2340,django-celery-email,celery,0.0
2341,django-celery-fulldbresult,tox,880.0
2342,django-celery-fulldbresult,django-celery,880.0
2343,django-celery-fulldbresult,celery,880.0
2344,django-celery-fulldbresult,Django,880.0
